Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,139.00,210.00,1.48,28.25,16.23,23.08,15.77,0.89,49.38,2.50,15.05,1.05,NA,NA,0.82,23.50,83.00,1.10,63.25,0.00,0.00,12.00,760.00,NA
2021-01-01 01:00:00,131.25,192.00,1.32,25.42,14.62,22.65,14.48,0.84,55.92,2.18,10.70,0.32,NA,NA,0.10,23.28,81.50,0.40,46.75,0.00,0.00,12.00,759.75,NA
2021-01-01 02:00:00,126.25,179.50,1.33,22.82,13.25,22.45,12.25,0.81,59.40,2.02,8.43,0.28,NA,NA,0.10,22.92,83.25,0.65,50.00,0.00,0.00,12.00,759.00,NA
2021-01-01 03:00:00,114.75,164.50,1.30,21.45,12.45,20.55,10.32,0.73,67.28,1.58,4.97,0.15,NA,NA,0.10,23.00,83.75,1.65,49.50,0.00,0.00,12.00,759.00,NA
2021-01-01 04:00:00,102.25,147.25,1.42,14.52,8.93,19.75,9.25,0.71,76.88,1.20,1.40,NA,NA,NA,0.10,23.15,82.75,1.90,60.00,0.00,0.00,12.00,759.00,NA
2021-01-01 05:00:00,94.00,136.00,1.48,17.08,10.30,20.27,8.27,0.75,66.97,1.25,1.80,NA,NA,NA,0.10,22.65,83.75,0.82,55.25,0.00,0.00,12.00,759.00,NA
2021-01-01 06:00:00,101.25,146.75,2.10,19.00,11.80,21.65,13.18,0.67,57.88,4.50,32.45,0.10,NA,NA,0.10,21.92,84.50,1.05,58.25,0.00,0.00,12.50,760.00,NA
2021-01-01 07:00:00,105.25,156.25,2.38,24.62,15.05,21.42,14.42,0.69,57.18,2.12,16.70,0.32,NA,NA,0.10,22.55,80.75,1.18,66.25,0.00,0.00,34.25,761.25,NA
2021-01-01 08:00:00,105.00,159.25,2.15,21.00,12.92,21.98,10.10,0.71,70.25,2.72,16.80,0.30,NA,NA,0.10,24.68,73.75,1.12,139.00,0.00,0.00,89.50,762.00,NA
2021-01-01 09:00:00,99.50,152.75,2.45,18.58,11.85,19.77,18.75,0.60,81.58,1.72,8.38,0.15,NA,NA,0.10,26.45,69.00,3.92,79.50,0.00,0.00,157.50,763.00,NA
2021-01-01 10:00:00,91.25,141.25,2.17,17.82,11.25,18.55,22.72,0.56,87.02,1.15,2.92,0.10,NA,NA,0.10,27.25,66.50,6.85,90.50,0.00,0.00,180.50,762.50,NA
2021-01-01 11:00:00,86.50,140.50,1.90,18.10,11.15,17.90,21.30,0.24,87.00,1.10,2.15,0.10,NA,NA,0.10,28.80,61.25,7.10,93.75,0.00,0.00,231.50,761.50,NA
2021-01-01 12:00:00,75.75,121.50,1.75,15.82,9.85,16.33,12.90,0.34,84.00,0.72,1.23,NA,NA,NA,0.10,29.68,57.75,6.35,89.25,0.00,0.00,233.25,760.50,NA
2021-01-01 13:00:00,68.00,106.25,1.80,15.95,9.98,16.50,13.30,0.32,84.32,0.68,0.92,NA,NA,NA,0.10,29.88,57.25,5.85,88.75,0.00,0.00,199.25,760.00,NA
2021-01-01 14:00:00,74.00,110.50,1.78,14.28,9.05,16.08,4.82,0.45,89.08,0.62,0.85,NA,NA,NA,0.10,29.60,56.75,5.55,86.50,0.00,0.00,124.50,759.00,NA
2021-01-01 15:00:00,74.75,113.25,1.75,14.00,8.85,16.58,3.70,0.73,92.58,0.65,0.75,NA,NA,NA,0.10,29.48,57.50,4.95,92.00,0.00,0.00,97.25,759.00,NA
2021-01-01 16:00:00,76.25,116.75,1.58,14.45,8.95,16.25,NA,0.59,91.02,0.60,0.68,NA,NA,NA,0.10,28.98,56.25,4.18,87.00,0.00,0.00,50.75,759.00,NA
2021-01-01 17:00:00,78.00,122.75,2.40,16.88,10.88,17.25,2.10,0.67,85.08,0.70,1.00,NA,NA,NA,0.10,27.62,59.25,3.12,83.00,0.00,0.00,15.75,759.00,NA
2021-01-01 18:00:00,95.00,150.00,2.08,23.40,14.12,19.55,21.35,0.79,73.12,1.20,2.95,0.20,NA,NA,0.10,26.22,65.75,1.60,77.25,0.00,0.00,12.00,759.25,NA
2021-01-01 19:00:00,118.25,181.00,1.90,27.40,16.10,22.38,25.18,1.05,61.10,2.17,7.38,0.52,NA,NA,0.35,25.08,70.75,1.72,85.50,0.00,0.00,12.00,760.00,NA
2021-01-01 20:00:00,135.50,201.50,1.70,23.72,13.98,20.95,26.60,0.89,67.32,2.28,6.25,0.52,NA,NA,0.20,24.55,71.75,1.72,85.25,0.00,0.00,12.00,760.00,NA
2021-01-01 21:00:00,108.75,168.50,1.30,20.05,11.72,19.25,26.92,0.69,69.30,1.42,3.42,0.25,NA,NA,0.10,23.62,74.50,1.38,95.25,0.00,0.00,12.00,760.50,NA
2021-01-01 22:00:00,98.25,153.00,1.38,20.32,11.95,18.88,27.02,0.75,65.10,1.27,5.03,0.38,NA,NA,0.10,23.40,77.75,1.68,88.50,0.00,0.00,12.00,761.00,NA
2021-01-01 23:00:00,104.00,147.00,1.30,17.15,10.17,19.25,27.40,0.70,67.45,1.35,3.28,0.20,NA,NA,0.10,23.30,78.50,1.20,86.75,0.00,0.00,12.00,760.75,NA
2021-01-02 00:00:00,101.50,147.50,1.75,17.30,10.60,19.40,16.35,0.63,65.53,1.20,1.88,NA,NA,NA,0.10,22.98,81.50,1.52,82.75,0.00,0.00,12.00,760.00,NA
2021-01-02 01:00:00,102.50,149.75,1.38,15.02,9.07,19.98,13.62,0.66,70.10,1.27,1.52,NA,NA,NA,0.10,22.95,84.00,1.78,86.00,0.00,0.00,12.00,759.50,NA
2021-01-02 02:00:00,103.25,150.50,1.55,14.60,9.05,20.00,13.28,0.70,73.10,1.20,1.00,NA,NA,NA,0.10,22.70,86.75,0.85,133.25,0.00,0.00,12.00,759.00,NA
2021-01-02 03:00:00,108.25,144.50,1.15,15.08,8.95,20.90,13.58,0.72,68.53,1.55,10.90,NA,NA,NA,0.10,22.32,89.75,1.50,80.25,0.00,0.00,12.00,759.00,NA
2021-01-02 04:00:00,105.25,144.50,1.35,14.72,8.90,24.35,14.20,0.78,65.85,2.38,29.72,NA,NA,NA,0.10,22.20,89.00,2.02,50.25,0.00,0.00,12.00,759.00,NA
2021-01-02 05:00:00,113.25,159.25,1.72,15.40,9.57,26.30,13.75,0.81,53.70,2.42,25.00,0.10,NA,NA,0.10,21.65,90.50,1.00,56.75,0.00,0.00,12.00,759.75,NA
2021-01-02 06:00:00,120.75,166.75,1.52,20.05,11.92,25.75,15.10,0.84,52.78,2.28,24.30,0.18,NA,NA,0.45,21.50,91.00,1.60,45.00,0.00,0.00,12.25,760.25,NA
2021-01-02 07:00:00,132.00,178.00,1.98,22.80,13.70,24.35,18.45,0.86,56.32,2.20,17.40,0.25,NA,NA,0.12,22.02,87.00,1.75,68.25,0.00,0.00,23.50,761.00,NA
2021-01-02 08:00:00,122.75,177.25,2.65,22.67,14.20,23.58,19.60,0.80,62.18,2.02,14.05,0.25,NA,NA,0.20,23.68,81.00,1.52,70.00,0.00,0.00,59.25,762.50,NA
2021-01-02 09:00:00,117.75,172.25,2.42,19.42,12.30,21.62,21.02,0.79,71.88,1.83,10.40,0.20,NA,NA,0.10,25.12,75.75,2.60,66.25,0.00,0.00,135.00,763.00,NA
2021-01-02 10:00:00,111.25,160.50,1.68,18.42,11.15,19.27,20.05,0.70,82.78,1.42,5.35,0.20,NA,NA,0.10,27.12,69.75,3.55,79.25,0.00,0.00,204.75,762.75,NA
2021-01-02 11:00:00,101.50,150.25,1.30,17.95,10.60,17.90,19.48,0.32,87.88,1.17,2.78,0.10,NA,NA,0.10,28.67,62.50,4.55,81.00,0.00,0.00,229.00,761.75,NA
2021-01-02 12:00:00,98.50,151.25,1.78,16.35,10.10,17.85,18.20,0.68,87.22,1.08,2.20,NA,NA,NA,0.10,30.02,58.00,3.98,79.00,0.00,0.00,228.00,760.50,NA
2021-01-02 13:00:00,104.25,153.50,1.75,16.95,10.45,18.80,18.75,0.70,96.25,1.08,1.72,NA,NA,NA,0.10,30.78,55.25,3.55,86.50,0.00,0.00,196.75,759.25,NA
2021-01-02 14:00:00,105.75,156.50,1.68,16.25,10.00,18.90,16.75,0.66,101.08,1.02,1.40,NA,NA,NA,0.10,30.35,54.50,5.08,98.75,0.00,0.00,148.00,758.25,NA
2021-01-02 15:00:00,100.50,152.00,1.50,16.50,9.95,18.88,15.85,0.70,100.48,0.98,1.15,NA,NA,NA,0.10,30.12,54.25,4.65,93.00,0.00,0.00,100.25,758.00,NA
2021-01-02 16:00:00,105.25,152.25,1.55,16.82,10.22,19.42,15.78,0.71,100.68,1.08,1.38,NA,NA,NA,0.10,29.02,57.75,4.30,100.75,0.00,0.00,50.75,758.00,NA
2021-01-02 17:00:00,107.75,155.25,1.72,17.15,10.52,20.50,15.32,0.77,96.58,1.12,1.60,NA,NA,NA,0.10,27.05,65.00,2.97,110.00,0.00,0.00,15.50,758.00,NA
2021-01-02 18:00:00,115.75,167.50,1.65,21.48,12.80,21.75,15.32,0.74,84.98,1.30,2.33,0.15,NA,NA,0.10,25.35,70.00,2.00,100.75,0.00,0.00,12.00,758.75,NA
2021-01-02 19:00:00,128.75,191.75,2.00,29.00,17.08,23.32,16.20,0.95,68.03,1.80,6.65,0.60,NA,NA,0.40,24.62,71.50,1.75,90.25,0.00,0.00,12.00,759.00,NA
2021-01-02 20:00:00,145.50,220.00,1.65,33.80,19.30,25.20,16.25,1.06,53.28,2.82,17.35,1.02,NA,NA,1.15,24.08,74.75,1.25,96.00,0.00,0.00,12.00,759.75,NA
2021-01-02 21:00:00,153.75,235.50,1.78,37.55,21.40,25.72,16.48,1.14,48.55,3.40,21.80,1.55,NA,NA,1.55,23.80,76.75,0.85,69.75,0.00,0.00,12.00,760.00,NA
2021-01-02 22:00:00,156.00,237.00,1.65,27.68,16.08,22.55,16.12,0.79,60.38,2.35,18.32,0.88,NA,NA,1.08,24.08,76.25,0.90,44.25,0.00,0.00,12.00,760.00,NA
2021-01-02 23:00:00,115.00,175.75,1.55,24.05,14.05,20.75,14.65,0.72,60.40,1.80,9.95,0.32,NA,NA,0.10,23.42,77.75,0.35,142.50,0.00,0.00,12.00,760.00,NA
2021-01-03 00:00:00,104.00,155.25,1.48,23.50,13.70,20.20,15.27,0.74,56.78,1.60,6.32,0.25,NA,NA,0.10,22.72,81.00,0.28,147.25,0.00,0.00,12.00,759.75,NA
2021-01-03 01:00:00,108.00,149.75,1.52,20.83,12.32,20.62,15.00,0.70,64.10,1.65,4.03,0.12,NA,NA,0.10,22.82,82.50,1.00,32.50,0.00,0.00,12.00,759.00,NA
2021-01-03 02:00:00,109.50,149.25,1.33,22.30,12.92,21.20,14.98,0.72,61.75,3.05,12.75,0.10,NA,NA,0.58,22.48,85.50,0.65,98.00,0.00,0.00,12.00,758.00,NA
2021-01-03 03:00:00,105.75,148.75,1.38,20.00,11.75,22.20,15.05,0.66,54.25,4.68,33.20,0.15,NA,NA,1.98,21.92,88.25,0.52,208.75,0.00,0.00,12.00,758.00,NA
2021-01-03 04:00:00,108.00,147.00,1.23,19.27,11.28,22.38,14.12,0.71,52.72,2.95,20.20,0.10,NA,NA,1.15,21.45,90.75,0.52,120.00,0.00,0.00,12.00,758.00,NA
2021-01-03 05:00:00,108.50,152.75,1.80,18.52,11.35,23.60,13.92,0.70,54.88,2.40,23.78,0.15,NA,NA,0.78,21.60,88.75,1.48,69.50,0.00,0.00,12.00,758.00,NA
2021-01-03 06:00:00,112.00,155.00,2.10,19.92,12.27,24.28,13.88,0.66,46.98,2.03,25.98,0.22,NA,NA,0.80,21.25,90.50,0.78,70.25,0.00,0.00,12.25,758.75,NA
2021-01-03 07:00:00,119.25,165.75,3.18,27.95,17.45,26.90,14.68,0.72,45.85,2.68,33.20,0.35,NA,NA,0.62,22.00,89.25,0.57,64.75,0.00,0.00,35.00,759.25,NA
2021-01-03 08:00:00,121.50,169.25,2.48,20.62,13.02,25.00,16.32,0.66,64.25,3.08,28.95,0.38,NA,NA,0.60,24.15,80.50,1.92,67.25,0.00,0.00,94.00,760.00,NA
2021-01-03 09:00:00,114.75,161.00,1.92,17.88,11.10,22.60,17.98,0.63,77.38,2.42,16.00,0.20,NA,NA,0.68,26.10,73.25,2.95,72.25,0.00,0.00,159.75,760.75,NA
2021-01-03 10:00:00,103.75,148.75,1.68,16.40,10.08,18.95,18.20,0.55,88.15,1.23,3.78,0.10,NA,NA,0.10,27.75,66.25,4.75,80.75,0.00,0.00,215.00,760.00,NA
2021-01-03 11:00:00,86.25,132.75,2.05,14.40,9.35,16.20,17.27,0.24,87.70,0.95,1.40,NA,NA,NA,0.10,28.78,62.00,5.82,94.25,0.00,0.00,240.25,759.25,NA
2021-01-03 12:00:00,70.75,112.50,1.70,15.12,9.43,14.88,14.15,0.49,86.22,0.80,1.20,NA,NA,NA,0.10,29.67,57.50,5.52,87.00,0.00,0.00,245.25,758.25,NA
