Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,49.75,74.75,5.45,15.28,8.70,12.60,13.10,0.65,36.30,1.15,2.68,0.18,NA,NA,0.10,24.65,85.25,2.10,87.00,0.00,0.00,11.00,764.00,0.02
2022-01-01 01:00:00,45.50,59.75,3.57,8.70,5.82,11.58,13.42,0.59,40.47,0.98,2.85,0.10,NA,NA,0.10,24.60,87.50,1.67,78.75,0.00,0.00,11.00,763.25,0.02
2022-01-01 02:00:00,42.75,59.75,4.03,9.75,8.45,13.08,12.60,0.62,41.55,0.90,1.70,0.10,NA,NA,0.10,24.70,88.00,2.58,60.75,0.00,0.00,11.00,762.75,0.10
2022-01-01 03:00:00,38.75,53.00,4.10,9.50,7.40,11.12,12.20,0.70,42.33,0.88,1.25,NA,NA,NA,0.10,24.63,88.75,2.33,70.00,0.00,0.00,11.00,762.75,0.10
2022-01-01 04:00:00,38.25,55.25,3.80,10.42,5.32,13.32,12.35,0.76,41.78,0.98,1.40,NA,NA,NA,0.10,24.33,89.50,2.95,64.00,0.00,0.00,11.00,763.00,0.10
2022-01-01 05:00:00,39.25,61.25,4.20,9.48,6.25,12.73,13.95,0.70,40.33,1.10,2.38,NA,NA,NA,0.10,23.80,90.00,2.30,65.25,0.00,0.00,11.00,763.00,0.08
2022-01-01 06:00:00,43.00,61.00,3.57,10.95,7.32,13.02,15.45,0.55,31.40,1.52,6.38,0.10,NA,NA,0.10,23.25,90.00,1.85,66.50,0.00,0.00,11.75,764.00,0.08
2022-01-01 07:00:00,50.75,67.25,5.05,12.32,8.12,12.38,17.80,0.56,35.45,1.25,2.90,0.10,NA,NA,0.10,23.92,87.00,2.53,62.00,0.00,0.00,41.75,764.75,0.10
2022-01-01 08:00:00,46.25,66.25,6.80,12.42,10.07,12.68,18.40,0.58,45.68,1.42,3.63,0.10,NA,NA,0.10,25.78,80.00,3.25,65.75,0.00,0.00,111.75,765.50,0.12
2022-01-01 09:00:00,44.00,61.00,3.97,9.80,8.43,11.23,16.00,0.43,55.80,0.93,2.07,NA,NA,NA,0.10,27.27,73.67,4.30,70.33,0.00,0.00,168.67,766.00,0.13
2022-01-01 10:00:00,40.25,58.00,6.80,11.15,5.10,11.05,14.82,0.50,61.30,0.80,1.58,NA,NA,NA,0.10,28.75,67.50,4.92,85.75,0.00,0.00,223.75,765.25,0.12
2022-01-01 11:00:00,42.00,65.00,NA,10.45,3.00,12.00,14.60,0.33,65.20,0.80,1.70,NA,NA,NA,0.10,29.87,63.33,3.93,86.33,0.00,0.00,245.00,764.67,0.10
2022-01-01 12:00:00,44.00,65.50,17.15,15.67,18.23,10.30,13.95,0.67,65.62,0.75,1.62,NA,NA,NA,0.10,31.00,59.50,4.12,96.75,0.00,0.00,245.00,763.00,0.10
2022-01-01 13:00:00,45.75,60.00,1.83,8.95,4.58,13.25,12.95,0.59,66.82,0.68,1.40,NA,NA,NA,0.10,31.45,57.00,3.92,90.50,0.00,0.00,215.50,761.75,0.10
2022-01-01 14:00:00,48.75,58.00,2.80,9.20,4.40,13.15,12.75,0.80,69.08,0.60,1.17,NA,NA,NA,0.10,31.85,56.25,3.70,100.00,0.00,0.00,154.00,761.00,0.08
2022-01-01 15:00:00,41.25,61.50,6.87,9.93,8.75,12.32,12.95,0.39,75.18,0.60,0.98,NA,NA,NA,0.10,31.50,57.75,3.85,107.00,0.00,0.00,102.50,760.50,0.05
2022-01-01 16:00:00,39.50,62.25,2.37,8.82,5.40,13.88,10.80,0.36,72.80,0.60,1.00,NA,NA,NA,0.10,30.67,58.75,3.68,108.50,0.00,0.00,51.50,761.00,0.02
2022-01-01 17:00:00,40.25,61.00,5.43,5.68,6.18,14.52,10.42,0.50,68.70,0.68,1.00,NA,NA,NA,0.10,28.67,64.00,2.43,110.75,0.00,0.00,14.25,761.00,0.00
2022-01-01 18:00:00,42.75,65.50,5.57,18.52,13.05,12.08,12.10,0.52,60.30,0.77,1.18,NA,NA,NA,0.10,27.08,67.50,1.58,115.00,0.00,0.00,11.00,762.00,0.00
2022-01-01 19:00:00,55.25,72.50,3.17,13.92,8.60,13.70,12.80,0.74,57.70,0.88,1.60,0.13,NA,NA,0.10,26.40,73.75,2.52,122.00,0.00,0.00,11.00,762.75,0.00
2022-01-01 20:00:00,51.75,78.75,3.82,8.57,7.68,12.27,11.80,0.68,51.30,1.00,1.20,0.10,NA,NA,0.10,25.78,81.50,2.45,118.50,0.00,0.00,11.00,764.00,0.00
2022-01-01 21:00:00,54.00,72.00,2.90,12.20,6.52,12.22,11.58,0.42,50.72,0.75,0.75,NA,NA,NA,0.10,25.35,83.50,1.82,112.50,0.00,0.00,11.00,764.00,0.00
2022-01-01 22:00:00,46.25,63.00,6.70,9.10,6.38,12.95,11.40,0.41,50.18,0.65,0.60,NA,NA,NA,0.10,25.00,84.50,1.97,114.25,0.00,0.00,11.00,764.00,0.00
2022-01-01 23:00:00,50.00,63.00,4.10,10.57,8.93,11.57,12.00,0.37,43.00,0.70,0.60,NA,NA,NA,0.10,24.53,86.00,1.13,96.33,0.00,0.00,11.00,764.00,0.00
2022-01-02 00:00:00,48.75,69.00,6.35,15.15,7.80,12.42,13.18,0.64,33.22,0.88,1.50,0.10,NA,NA,0.10,24.52,88.00,1.62,71.00,0.00,0.00,11.00,763.00,0.08
2022-01-02 01:00:00,54.33,76.00,2.07,12.40,5.93,13.93,13.17,0.63,41.40,1.00,1.43,NA,NA,NA,0.10,24.43,88.67,1.80,70.00,0.00,0.00,11.00,762.00,0.03
2022-01-02 02:00:00,60.25,78.50,5.53,11.88,9.18,12.65,13.60,0.66,45.50,1.00,0.95,NA,NA,NA,0.10,24.30,89.50,1.80,65.75,0.00,0.00,11.00,762.00,0.05
2022-01-02 03:00:00,59.50,79.75,3.00,11.95,6.25,14.70,12.68,0.46,34.57,1.05,0.72,NA,NA,NA,0.10,23.90,91.00,1.30,60.25,0.00,0.00,11.00,761.00,0.00
2022-01-02 04:00:00,62.75,79.00,5.80,12.68,7.80,14.25,13.48,0.45,36.55,1.92,11.02,NA,NA,NA,0.10,23.48,92.00,0.77,71.00,0.00,0.00,11.00,761.50,0.00
2022-01-02 05:00:00,58.50,78.75,9.10,17.98,8.55,14.12,14.32,0.45,29.20,2.60,17.45,NA,NA,NA,0.10,23.08,93.50,0.90,71.25,0.00,0.00,11.00,762.00,0.02
2022-01-02 06:00:00,58.50,81.25,5.35,10.12,5.95,15.22,14.05,0.85,35.70,1.70,6.98,NA,NA,NA,0.10,23.10,93.00,2.20,53.50,0.00,0.00,11.75,762.25,0.10
2022-01-02 07:00:00,63.00,91.00,5.50,6.23,7.80,17.83,17.00,1.01,36.10,1.97,8.17,0.13,NA,NA,0.10,23.47,91.33,1.60,59.67,0.00,0.00,29.00,763.33,0.10
2022-01-02 08:00:00,75.25,97.25,2.80,15.40,7.35,14.90,20.75,1.01,44.45,1.52,5.15,0.10,NA,NA,0.10,25.10,83.50,2.98,61.50,0.00,0.00,91.75,764.25,0.10
2022-01-02 09:00:00,77.25,97.00,5.00,8.68,8.65,15.98,24.65,0.60,53.65,1.38,3.18,NA,NA,NA,0.10,26.65,76.75,3.55,68.00,0.00,0.00,153.75,765.00,0.10
2022-01-02 10:00:00,71.25,95.00,5.50,9.57,6.18,15.45,23.83,0.63,66.45,1.15,1.65,NA,NA,NA,0.10,28.22,69.75,3.58,72.00,0.00,0.00,202.50,764.25,0.10
2022-01-02 11:00:00,67.75,96.00,NA,9.35,0.00,15.10,19.82,0.30,69.78,1.00,1.92,NA,NA,NA,0.10,29.42,65.25,3.70,94.25,0.00,0.00,239.00,763.50,0.10
2022-01-02 12:00:00,64.00,89.75,5.60,9.33,11.73,15.93,21.35,0.90,74.45,0.92,1.72,NA,NA,NA,0.10,30.42,61.00,3.08,107.25,0.00,0.00,203.75,762.00,0.05
2022-01-02 13:00:00,62.25,87.75,5.80,3.55,2.82,15.95,21.35,1.03,74.00,0.77,1.42,NA,NA,NA,0.10,31.45,57.25,2.60,116.75,0.00,0.00,210.00,760.75,0.05
2022-01-02 14:00:00,59.25,84.33,6.07,9.32,9.88,15.38,18.95,1.22,78.25,0.72,1.30,NA,NA,NA,0.10,31.70,56.00,1.92,133.00,0.00,0.00,129.50,760.00,0.02
2022-01-02 15:00:00,64.00,84.50,5.68,10.40,8.75,15.42,18.62,0.74,78.35,0.70,1.20,NA,NA,NA,0.10,31.68,55.50,2.05,174.00,0.00,0.00,110.75,759.25,-0.05
2022-01-02 16:00:00,59.25,82.25,4.97,12.35,10.60,14.00,17.98,0.74,76.10,0.62,1.02,NA,NA,NA,0.10,30.78,58.00,2.05,142.25,0.00,0.00,51.75,759.75,0.00
2022-01-02 17:00:00,62.50,81.25,5.27,13.85,10.40,15.32,16.48,0.91,62.62,0.75,1.38,0.10,NA,NA,0.10,28.75,65.50,1.10,111.25,0.00,0.00,15.25,760.00,0.00
2022-01-02 18:00:00,60.25,87.25,5.03,19.82,13.38,12.32,14.22,0.67,47.08,0.75,1.35,NA,NA,NA,0.10,26.55,72.00,0.60,116.25,0.00,0.00,11.00,760.25,0.00
2022-01-02 19:00:00,59.33,93.33,4.70,16.33,9.63,16.10,13.50,0.61,47.53,0.93,1.83,0.10,NA,NA,0.10,25.57,75.33,1.10,129.67,0.00,0.00,11.00,761.33,0.00
2022-01-02 20:00:00,61.67,88.67,4.60,6.80,5.07,14.40,12.67,0.59,50.57,0.93,1.33,NA,NA,NA,0.10,25.07,82.67,1.57,112.67,0.00,0.00,11.00,762.00,0.00
2022-01-02 21:00:00,58.75,79.75,3.00,6.33,2.85,14.75,12.73,0.32,51.42,0.80,0.78,NA,NA,NA,0.10,24.82,85.75,0.60,102.50,0.00,0.00,11.00,762.00,0.00
2022-01-02 22:00:00,53.25,73.25,7.60,9.22,7.22,13.42,13.25,0.38,47.90,0.77,0.73,NA,NA,NA,0.10,24.48,88.00,0.90,110.50,0.00,0.00,11.00,762.00,0.00
2022-01-02 23:00:00,57.25,74.50,13.40,13.65,8.55,12.28,12.75,0.46,38.40,0.92,0.98,NA,NA,NA,0.10,23.98,90.50,0.35,81.50,0.00,0.00,11.00,762.00,0.00
2022-01-03 00:00:00,57.33,76.25,4.53,13.40,10.80,13.32,12.35,0.70,34.30,1.10,1.85,0.10,NA,NA,0.10,23.88,91.25,0.20,139.50,0.00,0.00,11.00,761.25,0.00
2022-01-03 01:00:00,55.25,75.75,0.73,12.40,6.52,13.95,11.62,0.63,25.58,1.05,1.95,0.10,NA,NA,0.10,23.08,92.00,0.20,212.25,0.00,0.00,11.00,760.75,0.00
2022-01-03 02:00:00,51.75,73.50,1.60,14.15,5.80,13.75,12.58,0.40,37.30,1.10,1.58,0.10,NA,NA,0.10,23.33,93.50,0.70,55.50,0.00,0.00,11.00,760.00,0.00
2022-01-03 03:00:00,48.50,78.25,4.67,12.85,8.40,13.05,12.50,0.63,32.53,2.08,19.98,NA,NA,NA,0.10,23.25,93.00,1.17,61.00,0.00,0.00,11.00,760.00,0.02
2022-01-03 04:00:00,50.00,79.00,2.00,9.97,5.90,14.73,12.97,0.84,31.43,3.27,44.63,NA,NA,NA,0.10,23.03,93.33,1.30,58.00,0.00,0.00,11.00,760.00,0.00
2022-01-03 05:00:00,52.75,87.50,9.30,10.30,6.80,11.65,14.85,0.92,28.22,3.28,43.30,NA,NA,NA,0.10,22.78,93.75,1.02,104.50,0.00,0.00,11.00,760.50,0.00
2022-01-03 06:00:00,54.00,90.25,5.37,13.68,10.00,14.00,15.12,0.48,16.60,2.05,21.82,NA,NA,NA,0.10,21.98,94.75,1.22,183.25,0.00,0.00,11.75,761.25,0.00
2022-01-03 07:00:00,51.50,85.00,6.40,18.23,13.15,13.75,14.12,0.60,18.95,1.75,12.48,0.12,NA,NA,0.10,22.42,94.25,2.00,167.50,0.00,0.00,31.00,762.25,0.05
2022-01-03 08:00:00,53.00,85.00,4.75,14.00,9.83,15.00,14.83,0.73,35.67,1.20,5.40,0.15,NA,NA,0.10,24.47,88.00,2.67,67.33,0.00,0.00,90.67,763.00,0.10
