Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,112.25,170.75,1.30,23.18,13.38,8.25,19.67,0.90,98.75,1.52,6.92,1.55,NA,0.78,0.50,20.27,64.50,2.02,75.00,0.00,0.00,4.00,758.00,NA
2021-01-01 01:00:00,116.00,183.50,1.27,26.02,14.85,8.55,21.98,1.07,81.18,1.42,5.93,0.80,NA,1.20,0.32,19.23,68.00,1.45,132.00,0.00,0.00,4.00,758.00,NA
2021-01-01 02:00:00,113.25,192.25,1.78,28.17,16.50,9.62,17.05,0.90,52.95,1.70,7.28,1.65,NA,0.90,0.40,16.92,78.25,1.20,158.50,0.00,0.00,4.00,757.25,NA
2021-01-01 03:00:00,125.75,192.75,2.30,18.73,11.85,10.30,14.90,0.99,71.60,1.75,5.82,0.80,NA,1.08,0.30,16.08,80.25,1.68,152.50,0.00,0.00,4.00,757.00,NA
2021-01-01 04:00:00,106.00,151.00,1.60,14.52,9.05,9.05,15.05,0.94,72.32,1.35,5.10,0.90,NA,0.57,0.20,15.70,80.25,1.78,135.50,0.00,0.00,4.00,757.00,NA
2021-01-01 05:00:00,102.50,137.25,1.35,14.30,8.72,8.50,13.72,0.74,75.22,1.20,4.47,0.70,NA,0.50,0.20,15.40,80.75,1.58,141.75,0.00,0.00,4.00,757.50,NA
2021-01-01 06:00:00,101.50,148.50,0.90,16.62,9.57,7.52,12.40,0.82,74.78,1.15,4.32,0.70,NA,0.32,0.20,17.05,81.75,1.58,150.75,0.00,0.00,112.50,758.25,NA
2021-01-01 07:00:00,105.75,170.25,1.25,19.75,11.50,7.93,11.80,0.83,76.93,1.32,4.90,0.88,NA,0.38,0.22,17.50,78.75,1.80,130.50,0.00,0.00,380.75,759.25,NA
2021-01-01 08:00:00,113.50,171.00,2.60,21.25,13.45,7.90,12.77,0.77,88.80,1.58,5.93,1.23,NA,0.72,0.32,20.00,73.50,2.08,114.50,0.00,0.00,415.50,760.25,NA
2021-01-01 09:00:00,109.75,178.50,2.10,20.65,12.70,7.98,13.08,0.78,102.05,1.65,7.75,1.78,NA,0.98,0.55,23.85,67.75,2.17,124.25,0.00,0.00,424.50,761.00,NA
2021-01-01 10:00:00,101.00,168.50,2.12,17.82,11.18,9.10,13.58,0.17,116.50,1.42,6.02,1.48,NA,0.35,0.45,24.65,62.50,4.28,87.75,0.00,0.00,432.25,760.75,NA
2021-01-01 11:00:00,95.00,152.00,2.15,16.45,10.40,10.10,12.60,0.79,112.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 12:00:00,80.00,132.00,0.52,16.55,9.18,13.98,13.55,1.12,103.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 13:00:00,82.00,134.00,2.05,13.95,9.07,12.05,13.95,0.81,109.02,1.05,4.70,1.30,NA,0.60,0.32,25.82,48.25,5.25,96.50,0.00,0.00,425.75,757.75,NA
2021-01-01 14:00:00,86.25,137.50,1.65,14.20,8.90,11.72,13.42,0.71,113.82,1.02,4.55,1.23,NA,0.57,0.32,26.12,47.25,5.48,95.75,0.00,0.00,418.25,757.00,NA
