Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,41.70,73.62,24.96,72.32,58.67,5.04,4.17,0.82,17.95,0.26,0.89,NA,NA,0.17,NA,26.46,97.32,0.09,134.00,0.00,0.00,2.36,783.26,0.28
2025-01-01 01:00:00,41.60,73.32,32.40,87.44,72.77,4.03,4.04,0.83,17.34,0.26,0.89,NA,NA,0.17,NA,26.15,97.35,0.12,71.49,0.00,0.00,2.49,799.29,0.28
2025-01-01 02:00:00,44.00,80.43,30.00,79.81,66.75,4.62,3.82,0.82,17.24,0.26,0.89,NA,NA,0.17,NA,26.03,97.35,0.12,90.15,0.00,0.00,2.52,806.93,0.28
2025-01-01 03:00:00,45.87,85.98,8.14,26.68,20.72,9.99,4.49,0.87,18.24,0.26,0.89,NA,NA,0.17,NA,25.72,97.38,0.20,30.79,0.00,0.00,2.65,783.02,0.28
2025-01-01 04:00:00,40.19,69.17,25.04,69.73,57.36,4.93,3.79,0.86,17.87,0.26,0.89,NA,NA,0.17,NA,25.70,97.38,0.30,25.53,0.00,0.00,2.87,775.74,0.28
2025-01-01 05:00:00,40.19,69.17,33.48,86.94,73.37,3.84,4.12,0.84,17.38,0.26,0.89,NA,NA,0.17,NA,25.54,97.38,0.53,40.67,0.00,0.00,2.84,802.00,0.28
2025-01-01 06:00:00,45.13,83.80,32.08,81.08,69.12,4.22,3.87,0.83,17.00,0.26,0.89,NA,NA,0.17,NA,25.52,97.38,0.44,31.88,0.00,0.00,6.12,813.52,0.28
2025-01-01 07:00:00,47.00,89.32,37.76,91.60,79.33,2.39,3.80,0.83,16.25,0.26,0.89,NA,NA,0.17,NA,26.01,97.40,0.81,41.10,0.00,0.00,49.56,846.72,0.28
2025-01-01 08:00:00,43.66,79.44,16.54,37.49,33.30,8.37,4.57,0.76,17.74,0.26,0.89,NA,NA,0.17,NA,26.86,97.30,1.19,27.34,0.00,0.00,160.17,816.38,0.28
2025-01-01 09:00:00,40.89,71.25,27.64,64.90,56.90,9.47,4.24,0.72,17.80,0.29,0.90,NA,NA,0.18,NA,27.67,90.64,1.06,34.85,0.00,0.00,220.09,808.72,0.28
2025-01-01 10:00:00,39.65,67.55,29.03,68.28,59.83,16.66,4.76,0.66,17.75,0.33,0.93,NA,NA,0.19,NA,29.50,71.78,0.42,88.57,0.00,0.00,394.89,807.75,0.28
2025-01-01 11:00:00,38.25,63.40,30.01,70.87,62.01,16.64,5.02,0.66,17.78,0.33,0.93,NA,NA,0.19,NA,30.30,62.02,1.14,55.25,0.00,0.00,518.22,807.68,0.29
2025-01-01 12:00:00,38.66,64.60,12.68,27.61,24.90,20.18,6.84,0.66,17.46,0.33,0.93,NA,NA,0.19,NA,30.57,55.80,1.51,40.35,0.00,0.00,493.04,828.11,0.28
2025-01-01 13:00:00,37.77,61.98,9.72,19.08,17.96,22.16,6.11,0.57,19.32,0.33,0.93,NA,NA,0.19,NA,30.53,54.50,1.67,38.78,0.00,0.00,355.49,782.92,0.29
2025-01-01 14:00:00,35.74,55.96,13.15,28.64,25.84,20.86,6.08,0.51,18.92,0.33,0.93,NA,NA,0.19,NA,31.06,49.69,1.49,40.14,0.00,0.00,436.81,789.93,0.29
2025-01-01 15:00:00,34.58,52.53,15.32,33.53,30.20,20.27,5.82,0.47,19.05,0.33,0.93,NA,NA,0.19,NA,31.06,50.52,0.71,61.50,0.00,0.00,255.77,782.12,0.28
2025-01-01 16:00:00,35.78,56.11,12.33,26.58,24.07,21.24,6.44,0.50,18.78,0.33,0.93,NA,NA,0.19,NA,30.71,53.08,0.44,88.26,0.00,0.00,93.09,772.44,0.28
2025-01-01 17:00:00,36.72,58.87,8.77,17.60,16.40,22.50,5.68,0.46,20.09,0.33,0.93,NA,NA,0.19,NA,29.44,60.26,0.40,60.84,0.00,0.00,18.18,754.60,0.28
2025-01-01 18:00:00,37.99,62.66,23.72,58.54,50.33,16.72,5.22,0.51,18.99,0.33,0.93,NA,NA,0.19,NA,27.88,72.63,0.56,24.66,0.00,0.00,2.77,765.87,0.28
2025-01-01 19:00:00,39.96,68.47,30.08,74.26,63.87,15.78,4.69,0.51,18.15,0.33,0.93,NA,NA,0.19,NA,27.43,73.64,0.16,162.49,0.00,0.00,2.36,782.31,0.28
2025-01-01 20:00:00,40.46,69.97,37.24,92.22,79.23,14.24,4.94,0.55,17.52,0.33,0.93,NA,NA,0.19,NA,26.82,78.86,0.31,28.12,0.00,0.00,2.42,796.22,0.28
2025-01-01 21:00:00,41.62,73.41,16.50,40.53,34.89,17.92,5.32,0.60,17.77,0.33,0.93,NA,NA,0.19,NA,26.22,86.82,0.19,20.20,0.00,0.00,2.40,809.50,0.28
2025-01-01 22:00:00,40.52,70.12,22.56,56.08,48.08,16.84,4.67,0.58,18.13,0.33,0.93,NA,NA,0.19,NA,26.10,92.50,0.16,108.17,0.00,0.00,2.16,777.95,0.28
2025-01-01 23:00:00,39.99,68.55,27.97,72.76,61.36,15.26,4.53,0.60,17.47,0.33,0.93,NA,NA,0.19,NA,26.14,95.01,0.21,100.50,0.00,0.00,2.41,798.05,0.28
2025-01-02 00:00:00,39.46,66.98,19.14,46.10,40.00,18.02,5.00,0.64,17.23,0.33,0.93,NA,NA,0.19,NA,25.50,97.35,0.30,48.64,0.00,0.00,2.40,804.70,0.28
2025-01-02 01:00:00,40.27,69.40,29.86,73.18,63.11,14.68,5.94,0.68,16.70,0.33,0.93,NA,NA,0.19,NA,25.48,97.35,0.16,56.92,0.00,0.00,2.48,822.88,0.28
2025-01-02 02:00:00,40.68,70.61,30.34,72.60,63.19,18.13,6.12,0.64,18.15,0.33,0.93,NA,NA,0.19,NA,25.29,97.38,0.20,53.46,0.00,0.00,2.38,785.12,0.28
2025-01-02 03:00:00,40.61,70.41,52.39,127.48,110.31,15.10,5.83,0.62,17.32,0.33,0.93,NA,NA,0.19,NA,25.01,97.38,0.24,40.43,0.00,0.00,2.66,797.83,0.28
2025-01-02 04:00:00,42.45,75.84,52.38,128.00,110.58,14.87,5.98,0.64,16.80,0.33,0.93,NA,NA,0.19,NA,24.81,97.38,0.32,29.57,0.00,0.00,2.55,812.87,0.28
2025-01-02 05:00:00,42.68,76.54,34.24,84.27,72.57,16.81,5.93,0.64,16.95,0.33,0.93,NA,NA,0.19,NA,24.67,97.41,0.35,35.85,0.00,0.00,2.74,809.59,0.28
