Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,42.34,76.66,11.04,14.57,16.70,19.92,12.57,0.18,25.11,1.27,2.48,NA,NA,1.27,0.94,27.95,83.42,0.10,300.32,0.00,0.00,1.35,782.48,2.12
2025-01-01 01:00:00,50.15,90.58,10.87,13.11,15.79,19.51,11.76,0.17,25.11,1.23,2.51,NA,NA,1.28,0.95,27.66,85.06,0.10,306.31,0.00,0.00,1.27,780.94,2.30
2025-01-01 02:00:00,52.50,94.78,10.96,13.14,15.88,19.55,12.05,0.18,25.11,1.24,2.48,NA,NA,1.26,0.94,27.65,85.38,0.13,307.34,0.00,0.00,1.25,778.34,2.29
2025-01-01 03:00:00,47.24,85.41,10.00,10.01,13.43,18.47,11.74,0.10,25.11,1.23,2.48,NA,NA,1.25,0.94,27.42,82.41,0.17,296.43,0.00,0.00,1.34,776.75,2.42
2025-01-01 04:00:00,38.61,70.02,10.06,10.65,13.82,18.64,12.15,0.10,25.11,1.25,2.47,NA,NA,1.25,0.94,27.02,83.56,0.13,300.75,0.00,0.00,1.34,776.20,2.67
2025-01-01 05:00:00,35.37,64.24,10.87,13.04,15.74,19.49,12.08,0.14,25.11,1.25,2.48,NA,NA,1.25,0.94,26.91,85.74,0.13,308.38,0.00,0.00,1.27,777.38,2.39
2025-01-01 06:00:00,22.90,42.00,11.24,12.44,15.73,19.51,12.76,0.17,25.11,1.28,2.50,NA,NA,1.27,0.94,26.75,88.83,0.12,319.82,0.00,0.00,2.20,778.92,2.27
2025-01-01 07:00:00,41.56,75.28,12.16,14.01,17.31,20.18,11.91,0.33,25.11,1.24,2.48,NA,NA,1.26,0.92,27.21,85.72,0.12,308.71,0.00,0.00,16.94,781.69,2.31
2025-01-01 08:00:00,69.00,124.18,13.01,16.46,19.31,21.05,12.58,0.33,25.11,1.27,2.48,NA,NA,1.28,0.94,28.27,79.71,0.24,286.19,0.00,0.00,37.82,784.13,2.60
2025-01-01 09:00:00,59.15,106.63,10.00,11.84,14.40,18.90,12.64,0.22,25.11,1.27,2.45,NA,NA,1.27,0.94,29.57,73.41,0.22,263.88,0.00,0.00,52.24,785.04,2.45
2025-01-01 10:00:00,52.89,95.46,10.00,8.34,12.54,18.08,12.04,0.14,25.11,1.24,2.49,NA,NA,1.24,0.94,30.73,66.86,0.34,240.68,0.00,0.00,60.26,784.93,2.50
2025-01-01 11:00:00,38.04,69.00,10.00,8.07,12.40,18.02,12.06,0.15,25.11,1.25,2.46,NA,NA,1.27,0.95,31.46,62.09,0.40,223.40,0.00,0.00,62.74,783.13,2.66
2025-01-01 12:00:00,28.60,52.16,10.00,8.82,12.80,18.20,12.02,0.14,25.11,1.24,2.51,NA,NA,1.27,0.95,32.06,55.77,0.45,200.42,0.00,0.00,62.83,779.82,2.66
2025-01-01 13:00:00,23.99,43.97,10.00,8.01,12.36,18.01,12.19,0.11,25.11,1.25,2.50,NA,NA,1.28,0.94,32.20,54.99,0.40,197.78,0.00,0.00,53.69,775.72,2.75
2025-01-01 14:00:00,34.12,62.02,10.00,8.14,12.43,18.04,11.80,0.11,25.11,1.23,2.49,NA,NA,1.29,0.93,32.18,54.86,0.30,197.45,0.00,0.00,42.46,772.36,1.91
2025-01-01 15:00:00,34.10,61.97,10.00,8.00,12.36,18.00,12.20,0.10,25.11,1.25,2.49,NA,NA,1.27,0.94,32.33,53.67,0.38,193.21,0.00,0.00,45.32,769.89,2.40
2025-01-01 16:00:00,34.65,62.97,10.00,8.07,12.40,18.02,11.96,0.10,25.11,1.24,2.46,NA,NA,1.26,0.94,32.07,56.06,0.27,201.67,0.00,0.00,27.05,769.37,2.85
2025-01-01 17:00:00,36.75,66.71,10.00,8.39,12.57,18.11,12.35,0.14,25.11,1.26,2.47,NA,NA,1.28,0.94,31.40,60.34,0.23,216.95,0.00,0.00,9.14,770.86,2.98
2025-01-01 18:00:00,43.87,79.40,10.00,10.05,13.45,18.47,12.04,0.20,25.11,1.24,2.49,NA,NA,1.29,0.96,30.44,66.55,0.16,239.55,0.00,0.00,1.71,773.87,2.98
2025-01-01 19:00:00,53.64,96.80,10.00,10.94,13.92,18.68,12.51,0.18,25.11,1.27,2.50,NA,NA,1.27,0.94,29.80,70.98,0.21,255.50,0.00,0.00,1.52,777.07,3.00
