Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,55.03,80.96,35.32,49.77,54.35,9.49,4.46,0.13,1.95,0.32,1.03,NA,NA,0.17,0.23,26.55,91.80,0.47,172.64,0.00,0.00,2.52,781.90,0.22
2025-01-01 01:00:00,53.03,78.14,31.27,47.97,50.17,11.07,4.46,0.16,3.73,0.32,1.03,NA,NA,0.17,0.23,26.38,90.76,0.49,172.60,0.00,0.00,2.60,779.66,0.22
2025-01-01 02:00:00,53.16,78.31,25.18,44.12,43.27,13.58,4.26,0.16,3.74,0.32,1.03,NA,NA,0.17,0.23,26.18,92.16,0.50,172.51,0.00,0.00,2.62,777.46,0.22
2025-01-01 03:00:00,47.99,70.98,24.94,43.47,42.75,13.81,4.09,0.16,4.56,0.32,1.03,NA,NA,0.17,0.23,25.98,93.80,0.49,172.50,0.00,0.00,2.58,775.88,0.22
2025-01-01 04:00:00,48.91,72.28,31.72,47.67,50.38,10.99,4.40,0.11,4.15,0.32,1.03,NA,NA,0.17,0.23,25.97,94.16,0.47,172.51,0.00,0.00,2.54,775.16,0.22
2025-01-01 05:00:00,44.49,66.01,33.01,48.77,51.98,10.33,4.21,0.12,2.86,0.32,1.03,NA,NA,0.17,0.23,25.78,95.61,0.47,172.50,0.00,0.00,2.80,776.67,0.22
2025-01-01 06:00:00,43.14,64.08,33.08,49.40,52.36,10.16,4.26,0.12,2.66,0.32,1.03,NA,NA,0.17,0.23,25.78,96.27,0.47,172.46,0.00,0.00,4.96,779.08,0.22
2025-01-01 07:00:00,39.97,59.60,24.05,43.69,42.14,14.00,4.43,0.10,6.43,0.32,1.03,NA,NA,0.17,0.23,26.05,92.74,0.50,172.41,0.00,0.00,32.89,781.66,0.22
2025-01-01 08:00:00,41.54,61.82,19.35,40.36,36.63,16.16,4.50,0.14,9.39,0.32,1.03,NA,NA,0.17,0.23,26.59,87.60,0.50,172.56,0.00,0.00,118.42,785.06,0.24
2025-01-01 09:00:00,40.30,60.06,21.46,40.87,38.60,15.48,4.49,0.16,13.50,0.31,1.02,NA,NA,0.17,0.23,27.84,77.91,0.49,173.01,0.00,0.00,254.13,786.00,0.26
2025-01-01 10:00:00,48.82,72.15,19.56,39.07,36.13,16.41,4.46,0.65,15.31,0.23,0.95,NA,NA,0.18,0.22,28.66,71.57,0.40,216.31,0.00,0.00,388.42,785.47,0.27
2025-01-01 11:00:00,44.92,66.63,17.90,35.99,33.19,17.77,4.59,0.62,18.32,0.23,0.95,NA,NA,0.18,0.22,29.99,61.35,0.43,218.97,0.00,0.00,572.42,783.18,0.30
2025-01-01 12:00:00,45.85,67.94,15.32,36.48,31.38,18.21,4.59,0.66,19.00,0.23,0.95,NA,NA,0.18,0.22,30.35,55.99,0.44,218.96,0.00,0.00,432.97,779.69,0.28
2025-01-01 13:00:00,42.99,63.88,16.04,37.86,32.67,17.58,4.82,0.68,18.83,0.23,0.95,NA,NA,0.18,0.22,30.41,52.97,0.45,218.72,0.00,0.00,378.75,775.36,0.27
2025-01-01 14:00:00,41.20,61.34,16.76,37.71,33.17,17.47,4.94,0.67,20.39,0.23,0.95,NA,NA,0.18,0.22,30.88,49.64,0.45,218.97,0.00,0.00,352.35,771.87,0.27
2025-01-01 15:00:00,40.24,59.97,19.14,39.22,35.88,16.46,4.95,0.61,20.25,0.23,0.95,NA,NA,0.18,0.22,31.13,48.12,0.43,219.09,0.00,0.00,204.16,770.16,0.25
2025-01-01 16:00:00,39.50,58.92,20.82,40.34,37.80,15.83,5.14,0.63,17.86,0.23,0.95,NA,NA,0.18,0.22,30.42,49.34,0.47,158.52,0.00,0.00,72.02,769.92,0.23
2025-01-01 17:00:00,44.95,66.66,24.67,43.25,42.42,14.04,5.39,0.62,17.20,0.23,0.95,NA,NA,0.18,0.22,29.74,55.52,0.50,143.14,0.00,0.00,15.33,771.06,0.22
2025-01-01 18:00:00,51.02,75.28,27.74,46.83,46.74,12.26,5.06,0.62,11.36,0.23,0.95,NA,NA,0.18,0.22,28.80,63.75,0.52,142.96,0.00,0.00,2.80,773.42,0.22
2025-01-01 19:00:00,44.80,66.44,32.01,49.85,51.75,10.44,5.90,0.55,7.56,0.23,0.95,NA,NA,0.18,0.22,28.37,66.58,0.50,142.81,0.00,0.00,2.44,776.98,0.22
2025-01-01 20:00:00,42.36,62.97,51.40,63.20,74.28,7.31,8.40,0.50,1.44,0.23,0.95,NA,NA,0.18,0.22,27.94,70.26,0.47,142.74,0.00,0.00,2.69,779.00,0.22
2025-01-01 21:00:00,43.16,64.10,50.49,62.14,72.99,7.31,6.34,0.53,6.00,0.23,0.95,NA,NA,0.18,0.22,27.21,76.25,0.47,142.68,0.00,0.00,2.63,780.73,0.22
2025-01-01 22:00:00,57.64,84.68,38.33,53.04,58.48,8.15,4.74,0.58,5.54,0.23,0.95,NA,NA,0.18,0.22,26.45,85.04,0.47,142.60,0.00,0.00,2.60,780.30,0.22
